"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets received","Likes received","User Id",Name,Username,"Verified or Non-Verified","Profile URL","Protected or Not Protected"
"""1138302135165116416""",https://twitter.com/katyperry/status/1138302135165116416,"2019-06-11 04:29:12","""who told you that https://t.co/tIjik0k2vX""",Tweet,"Twitter for iPhone",660,6595,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1138241497378115584""",https://twitter.com/katyperry/status/1138241497378115584,"2019-06-11 00:28:15","""Sometimes I moonlight as @cynthialovely’s stylist assistant nbd 🤷🏼‍♀💅🏻 See my werk here 
https://t.co/G0PbYPIZLH #holyrollervideo https://t.co/bbISmKVl3V""",Tweet,"Twitter for iPhone",796,7547,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1137932947686903808""",https://twitter.com/katyperry/status/1137932947686903808,"2019-06-10 04:02:11","""i am a fearless, inspired, reflective, experiencing, exuding wellness, openness, role model of kindness, human being ♥️ https://t.co/xsXM17HspV""",Tweet,Instagram,1362,10635,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1137244376881483776""",https://twitter.com/katyperry/status/1137244376881483776,"2019-06-08 06:26:03","""gratitude is one of thee highest vibrations 🧡⚡️""",Tweet,"Twitter for iPhone",7236,38115,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1137244046051618816""",https://twitter.com/katyperry/status/1137244046051618816,"2019-06-08 06:24:44","""We see you and we love you! ❤️ https://t.co/YSLzuYxBqt""",Tweet,"Twitter for iPhone",576,5988,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1137070221699690496""",https://twitter.com/katyperry/status/1137070221699690496,"2019-06-07 18:54:01","""#FBF to the time I got matching tattoos with the greatest people ever, The KatyCats, @youtubemusic to premiere my #NeverReallyOver video 😩💔 https://t.co/aOEgblevKk https://t.co/eWvLFqA4ui""",Tweet,"Twitter for iPhone",1883,12005,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1136669802993336323""",https://twitter.com/katyperry/status/1136669802993336323,"2019-06-06 16:22:53","""#TBT to that time I watered my heart garden with my heartbroken tears. Have you seen it? 💔 https://t.co/cCI4J9KqBB https://t.co/dXOZj6Utw7""",Tweet,"Twitter for iPhone",2951,23341,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1136341067832291328""",https://twitter.com/katyperry/status/1136341067832291328,"2019-06-05 18:36:37","""!!!BOWLED over by your growth as an artist, @cynthialovely!!! 🎳♥️ #HolyRollerVideo out now! https://t.co/G0PbYPIZLH""",Tweet,"Twitter for iPhone",677,6194,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1136020915899310080""",https://twitter.com/katyperry/status/1136020915899310080,"2019-06-04 21:24:27","""I can't even go on the internet without checking @kpcollections Links (and more) in Stories 👠👡👢👟 https://t.co/jqYO4nbKwU""",Tweet,Instagram,711,5991,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1135798711311671296""",https://twitter.com/katyperry/status/1135798711311671296,"2019-06-04 06:41:29","""come thru king ❤️🧡💛💚💙💜 https://t.co/lpRMWwUkbL""",Tweet,"Twitter for iPhone",616,6123,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1135798382075629569""",https://twitter.com/katyperry/status/1135798382075629569,"2019-06-04 06:40:11","""pls give them a hug from meee😩🧡 https://t.co/ze9T3u3M9I""",Tweet,"Twitter for iPhone",1302,12480,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1135732143227752449""",https://twitter.com/katyperry/status/1135732143227752449,"2019-06-04 02:16:58","""Lose your self control and fall down the rabbit hole of
#NeverReallyOver official merch now! Link in Stories 🤗 https://t.co/b8a8pL3ZNO""",Tweet,Instagram,1139,7682,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1134893312475893761""",https://twitter.com/katyperry/status/1134893312475893761,"2019-06-01 18:43:45","""💜💙💚💛🧡❤️ Happy Pride Month, my angels! Let us never stop lifting each other up. I see you, and I love you ❤️🧡💛💚💙💜 https://t.co/o2IY1UQBWT""",Tweet,Instagram,5294,30740,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1134615729242804225""",https://twitter.com/katyperry/status/1134615729242804225,"2019-06-01 00:20:44","""bus stop to freedom 🧡#neverreallyover https://t.co/k7lslmLkue""",Tweet,Instagram,1022,6994,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1134610762901491714""",https://twitter.com/katyperry/status/1134610762901491714,"2019-06-01 00:01:00","""🤘🏼@youtubemusic #NeverReallyOver https://t.co/cCI4J9KqBB https://t.co/P4ivnA8GP1""",Tweet,"Twitter for iPhone",2478,12875,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1134563267899080705""",https://twitter.com/katyperry/status/1134563267899080705,"2019-05-31 20:52:16","""Guess what happens when you #AskAlexa to play the Song of the Day today? Thanks @AmazonMusic! 🙌🏼 #NeverReallyOver #SOTD https://t.co/CewqG3sN8b""",Tweet,"Twitter for iPhone",2748,17550,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1134512455357304832""",https://twitter.com/katyperry/status/1134512455357304832,"2019-05-31 17:30:22","""Find your first stop to a whole heart 🧡

(but don’t actually get into any strange white vans ok 🙅🏼‍♀) https://t.co/65pbIRvwro""",Tweet,"Twitter for iPhone",1869,11626,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
